"published_date",doi,title,authors,affiliations
"June 11th 1990, 00:00:00.000","10.1115/90-gt-063","Thermogasdynamic Effects of the Engine Turbines With the Contra-Rotating Rotors","[""Y. V. Sotsenko""]","[""Central Institute of Aviation Motors, Moscow, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_fmatter","FRONT MATTER","[""N. N. Bogolubov"",""A. S. Shumovsky"",""V. I. Yukalov""]","[""Joint Institute for Nuclear Research, Dutina, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0001","ALGEBRAIC METHODS IN THE THEORY OF THE INTERACTION OF RADIATION WITH MATTER","[""V. P. Karassiov"",""S. V. Prants"",""V. I. Pusyrevsky""]","[""P.N. Lebedev Physical Institute (FIAN), USSR Academi of Sciences, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0006","OPTICAL SUPERRADIANCE IN MIXED MOLECULAR CRYSTALS","[""P. V. ZINOVIEV"",""V. V. SAMARTSEV"",""N. B. SILAEVA""]","[""Institute for Low Temperature Physics and Engineering, Ukr. SSR Academy of Sciences, 310164 Kharkov, USSR"",""Kazan Institute of Physics and Engineering, USSR Academy of Sciences, 420029 Kazan, Sibirsky Tract, 10, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0004","Polarization echo spectroscopy","[""I. V. YEVSEYEV"",""V. M. YERMACHEHKO""]","[""Moscow Engineering Physics Institute, Kashirskoe Shosse 31, Moscow 115409, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0003","THEORY OF COLLECTIVE RAMAN SCATTERING IN INTENSE LASER FIELD","[""A. S. SHUMOVSKY"",""TRAN QUANG""]","[""Laboratory of Theoretical Physics, Joint Institute for Nuclear Research, P.O. Box 79, Dubna, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0002","FUNCTIONAL METHODS IN QUANTUM OPTICS","[""V. N. POPOV"",""V. S. YARUNIN""]","[""Leningrad Branch of V.A. Steklov Mathematical Institute of the Academy of Sciences of the USSR, S.I. Vavilov State Optical Institute, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0009","CORRELATED STATES IN QUANTUM ELECTRONICS (OSCILLATORY CIRCUIT)","[""V. V. Dodonov"",""O. V. Man'ko""]","[""Moscow Institute of Physics and Technology, Dolgoprudnyi, USSR"",""Institute of Nuclear Research, Acad. Sci. USSR, Moscow, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0005","SHORT-WAVE STIMULATED COHERENT EMISSION","[""V. I. Yukalov""]","[""Laboratory of Theoretical Physics, Joint Institute for Nuclear Research, Head Post Office, P.O. Box 79, Dubna, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0008","QUANTUM EFFECT IN CORRELATED AND SQUEEZED STATES","[""V. V. Dodonov"",""A. B. Klimov"",""V. I. Man'ko""]","[""P.N. Lebedev Physical Institute, Moscow, USSR""]"
"June 1st 1990, 00:00:00.000","10.1177/026361749000700201","Theory of the Adsorption Dynamics of Vapours on Microporous Adsorbents. 1. Introduction into the Model of a Layer of Equilibrium Adsorption","[""A.V. Larin""]","[""Institute of Physical Chemistry, Academy of Sciences of the USSR, Leninskii Prospect, 31, 117915 GSP, Moscow, USSR""]"
"June 1st 1990, 00:00:00.000","10.1142/9789814368421_0007","RIGOROUS QUALITATIVE STUDY OF THE DYNAMIC MODEL FOR THE SINGLE MODE LASER THE CRITICAL CASE","[""A. A. BAKASOV""]","[""Joint Institute for Nuclear Research, P.O. Box 79, Head Post Office, Moscow, USSR""]"
"May 20th 1990, 00:00:00.000","10.7124/bc.000275","Nucleotide sequence of the rat liver tyrosine amlnotransferas'e gene EcoRI-fragment","[""I. V. Morozov"",""V. P. Mishin"",""S. M. Zelenin"",""V. S. Popova"",""A. P. Mertvetsov""]","[""Institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR""]"
"May 20th 1990, 00:00:00.000","10.7124/bc.00026b","Preparative synthesis of ribooligonucleotides with the preset sequence by transcription of deoxyribonucleotides","[""L. Ya. Denisova"",""S. N. Zagrebelny"",""N. M. Pustoshilova"",""A. G. Venyaminova"",""V. V. Corn"",""V. F. Zaritova"",""M. N. Repkova""]","[""Institute of Biologically Active Substances"",""Institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR""]"
"May 20th 1990, 00:00:00.000","10.7124/bc.000266","The role of dense local packing of hydrophobic groups in &beta;-structural proteins","[""N. N. Vtyurin""]","[""Institute of Molecular Genetics, Academy of Sciences of the USSR""]"
"May 20th 1990, 00:00:00.000","10.7124/bc.000274","Pulsed field gradient electrophoresis study of pYF91 plasmid integration into yeast chromosomes","[""E. V. Mezhevaya"",""V. P. Stepanova"",""B. F. Yarovoy"",""D. R. Beritashvili"",""I. A. Zakharov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR"",""Institute of Molecular Biology, Academy of Sciences of the USSR"",""N. I. Vavilov Institute of General Genetics, Academy of Sciences of the USSR""]"
"May 1st 1990, 00:00:00.000","10.1142/9789812832573_0002","CYCLONIC-ANTICYCLONIC ASYMMETRY OF THE ROSSBY VORTICES IN LABORATORY, IN PLANETARY ATMOSPHERES AND IN OCEANS","[""M.V. Nezlin""]","[""I.V.Kurchatov Institute of Atomic Energy, 123182 Moscow, USSR""]"
"May 1st 1990, 00:00:00.000","10.13182/fst90-a29214","An Analysis of Radiation Streaming Through Inhomogeneities in the Fusion Reactor Blanket and Shield","[""Sergei A. Zimin""]","["" Kurchatov Institute of Atomic Energy 123 182 Moscow, USSR""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963877"," Rigorous Three-Dimensional Vector Characteristic Wave Analysis Of Holographic Gratings Diffraction ","[""B. C. Chernov"",""E. I. .. Krupitsky""]","[""Leningrad Electrotechnical Communication Institute (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963814"," Optical Nonlinearity And Dynamic Holography Of Nematic Liquid Crystals ","[""A. I. Khizhnyak"",""I. P. Pinkevich"",""Yu. A. Reznikov"",""V. Y. Reshetnyak."",""O. Yaroshchuk Kiev State University""]","[""Kiev State University (USSR)"",""Kiev State Universty (Russian Federation)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963790"," Holographic Disk Memory With Reversible Carrier ","[""A. A. Akaev"",""B. D. Abdrisaev"",""K. M. Zhumaliev"",""A, A. Kutanov""]","[""Physics Institute of Kirghiz Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963791"," Elements Of Optical Processors Based On Shape Memory Effect ","[""V. A. Antonov"",""Yu. A. .. Sykovsky"",""A. I. Larkin"",""A. V. Shelyakov""]","[""Moscow Engineering Physics Institute (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963831"," A High-Sensitivity PRIZ/Image Intensifier Spatial Light Modulator ","[""A. V. Khomenko"",""V. M. Petrov"",""M. G. Shlyagin"",""N. O. Shalaevskii""]","[""A.F.Ioffe Physical Technical Institute of the Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963854"," Interference - Holography Studies In Space ","[""S. B. Gurevich"",""V. B. Konstantinov"",""D. F. Chernikh""]","[""A.F.loffe Physico- Technical Institute (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963859"," Optoelectronic Processing Of Information Using Nonlinear Pbenamena ","[""O. I. .. Belokurova"",""V. Y. Rakovsky"",""A. S. Shcherbakov""]","[""Leningrad Polytechnic Institute (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963799"," Sensitivity And Resolution Of Digital Laser Recording Medium Based On Silver Halide Layers ","[""J. Assa"",""S. Kitova"",""J. Eneva"",""A. Poleshchuk"",""E. Churin""]","[""Bulgarian Academy of Sciences (Bulgaria)"",""Academy of Sciences of the USSR (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963792"," Reversible Spatial Filter Of The Type Photosensitive Organic Polymer - Liquid Crystal For Holographic Application ","[""M. A. Groznov"",""N. A. Vassilenko"",""V. S. Mylnikov"",""A. A. Mak"",""A. A. Tarasov"",""L. N. Soms""]","[""Institute of Mechanics (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963822"," Recording Media For Polarization Holography ","[""V. G. Shaverdova"",""G. A. Kakauridze"",""J. A. Shvaitzer""]","[""Georgian Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963817"," The Influence Of Magnetic Field On The Diffraction Efficiency Of Holograms In Resonant Media ","[""A. S. Rubanov"",""R. N. Onoshko"",""M. R. Kholodok""]","[""BSSR Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963879"," Methods Of Synthesis And Testing Of Metrological Holographic Gratings ","[""B. G. Turukhano"",""V. P. Gorelik"",""S. N. Kovalenko"",""N. Turukhano""]","[""B.P. Konstantinov Leningrad Nuclear Physics Institute (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963796"," Properties and Applications of Deep Three-dimensional Holograms ","[""Yuri Denisyuk""]","[""FTI (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963870"," AgHal Print Out Emulsions in an Adaptive Optical System ","[""Maria Ilieva"",""Tsveta Petrova"",""Nina Pangelova"",""Elena Natcheva"",""Radosveta Natcheva"",""Ivan Nikolov"",""Leonid Yaroslayskii""]","[""Academy of Sciences (USSR)"",""Bulgarian Academy of Science (Bulgaria)"",""Bulgarian Academy of Sciences (Bulgaria)"",""Sofia University (Bulgaria)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963829"," Polarization Holography: Possibilities And The Future. ","[""Shermasan D. Kakichashvili""]","[""Georgian Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963882"," Optical Recording Materials Promising For Using In CGHOE Fabrication Technology ","[""V. P. Korolkov"",""A. P. Sokolov"",""V. S. Semakov""]","[""Siberian Branch of USSR Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963846"," The Investigation Of Laser Speckle Fluctuations Depending On The State Of Muscular Tissue ","[""L. V. Tanin"",""A. S. Rubanov"",""I. V. Markhvida"",""S. K. Dick"",""L. I. Rachkovsky""]","[""B.I. Stepanov Institute of Physics (BSSR)"",""Academy of Sciences (USSR)"",""BSSR Ministry of Health (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963883"," Electrically Controlled Diffraction Devices Based On The System Relief Grating (Hologram) - Liquid Crystal ","[""A. S. Rubanov"",""I. V. Stashkevitch"",""A. V. Chaley""]","[""Byelorussian State University (USSR)"",""BSSR. Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963891"," Wave Fronts Forming By Computer Generated Optical Elements ","[""M. A. Golub"",""N. L. Kazanskiy"",""I. N. Sisakjan"",""V. A. Soifer""]","[""USSR Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963795"," Holographic Memory And Displays With Sequential Reproduction Of Records ","[""Valerii Erokhovets""]","[""BSSR Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963866"," Multichannel Coherent-Optical Correlator For Processing Of High-Informative Images ","[""Oleg V. Rozhkov"",""Larisa N. Timashova""]","[""Moscow Higher Tecnical School n.a.Bauman (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963860"," Holography With Nonstationary Reference Wave Of One-Dimensional Optical Signal ","[""V. N. Borkova"",""V. A. Zubov"",""A. V. Krajskij""]","[""P.N.Lebedev Physical Institute of AS USSR (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963858"," Holography And Image Processing In Track Detectors ","[""A. M. Bekker"",""N. I. Bukhtoyarova"",""M. V. Stabnikov""]","[""Leningrad Nuclear Physics Institute (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963810"," Works On The Holographic Cinematography In The USSR ","[""V. G. Komar"",""O. B. Serov""]","[""NIKFI (USSR)"",""VNIKTIkultura (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963816"," Dynamic Recording Of Information By Optical Solitons ","[""A. S. Shcherbakov"",""V. M. Sysuev"",""V. Y. Petrunkin""]","[""Leningrad Polytechnic Institute (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963788"," Problems Of Development Of Optical (Holographic) Memory ","[""A. L. Mikaelian""]","[""USSR Academy of Sciences (Russia)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963807"," Organic Light-Sensitive Media For Holographic Optical Elements ","[""Valery A. Barachevsky""]","[""Organic Intermediates and Dyes Institute (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963794"," Information Analysis Of Laser Scanning Imaging Systems ","[""Vladimir Bukatin""]","[""BSS Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963852"," Use Of Wavefront Inversion For Correction Of The Initial Interference Pattern In The Diffraction Coatings Method ","[""S. B. Artyomenko"",""V. G. Rechkalov"",""S. A. Plokhov""]","[""Interinstitute Center, Design and Research Department of Laser Holography (USSR)"",""HOLEX Group (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963851"," Adaptive Interferometry For Studying Diffuse-Reflecting Objects ","[""S. Artyomenko"",""G. Pysin""]","[""Interinstitute Center, Design and Research Department of Laser Holography (USSR)"",""HOLEX group (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963848"," Pulsed Double-Exposure Holographic Interferometers For Non-Destructive Testing Of Large Diffusely Reflecting Objects ","[""B. N. Tyushkevich"",""V. G. Brovkovich"",""V. I. Dashkevich"",""P. G. Shchaya- Zubrov""]","[""BSSR Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963832"," Three-Dimensional Polarization Hologram ","[""Barbara N. Kilosanidze""]","[""Georgian Academy of Sciences (USSR)""]"
"April 12th 1990, 00:00:00.000","10.1117/12.963809"," Coherent And Incoherent Self-Enhancement Of Holographic Gratings In Amorphous As 2 S 3 Films ","[""A. O. Ozols"",""K K. Shvarts"",""M. J. Reinfelde""]","[""Latvian SSR Academy of Sciences (USSR)""]"
"April 3rd 1990, 00:00:00.000","10.1117/12.961325"," Diagnostics Of Low-Temperature Laser Plasma By Means Of Nonlinear Dispersion And Holographic Interferometry ","[""A. I. Ershov"",""V. B. Fedorov"",""I. V. Fomenkov""]","[""Academy of Sciences of the USSR (Russian Federation)""]"
"April 3rd 1990, 00:00:00.000","10.1117/12.961270"," Double Exposure Holographic Interferometry With Nonstationary Reference Wave ","[""V. N. Borkova"",""V. A. Zubov"",""A. V. Krajskij"",""V. N. Borkova"",""V. A. Zubov"",""A. V. Krajskij""]","[""P.N.Lebedev Physical Institute of AS USSR (Russian Federation)""]"
"April 3rd 1990, 00:00:00.000","10.1117/12.961339"," Interferometric Stand With A Laser Source For Investigating Plasma Accelerators ","[""V. M. Astashinsky"",""E. A. Kostyukevich"",""A. M. Kuzmitsky"",""L. Y. Minko""]","[""BSSR Academy of Sciences (USSR)""]"
"April 3rd 1990, 00:00:00.000","10.1117/12.961273"," Time Resolved Holography For Investi Gation Of Yag :Er Laser (λ=2.94µ) - Liquid Water Interaction ","[""A. V. Lukashev"",""K. L. Vodopyanov"",""L. A. Kulevsky"",""A. V. Lukashev"",""K. L. Vodopyanov"",""L. A. Kulevsky""]","[""USSR Academy of Sciences (Russian Federation)""]"
"April 1st 1990, 00:00:00.000","10.1080/00385417.1990.10640831","A CLIMATOLOGICAL ANALYSIS OF THE UNUSUAL RECENT RISE IN THE LEVEL OF THE CASPIAN SEA","[""S. N. Rodionov""]","["" a  USSR Oceanographic Institute , Leningrad""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.000260","Elastic scattering spectroscopy of yersinia pestis capsular protein solutions","[""N. G. Khebtsou"",""V. V. Nikiforov"",""A. G. Melnikov"",""T. K. Merkulova"",""L. N. Serdobintsev""]","[""Institute of Biochemistry and Physiology of Plants and Microorganisms, Academy of Sciences of the USSR"",""All-Union Institute \""Microbe\""""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.000254","The transgenic rabbits containing a human apoA-i antisense gene as a model for genetic correction of atherogenic disturbances of lipid metabolism","[""A. P. Perevozchikov"",""B. L. Valsman"",""D. I. Dozortsev"",""A. V. Sorokin"",""S. V. Orlov"",""A. D. Denisenko"",""A. P. Dyban"",""A. N. Klimov""]","[""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.000263","Plasmid transformation of Streptococcus lactis sphaeroplasts.","[""L. M. Rumer"",""V. A. Livshlts""]","[""All-Union Research Institute of Genetics and Breeding of Industrial Microorganism, Glavmicrobioprom at Council of Ministers of the USSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.000255","Transgenic rats expressing human growth hormone gene as a model of some types of diabetes","[""T. V. Ignatieva"",""G. F. Golinsky""]","[""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.000256","A model for genetic correction of family hypercholesterolemia","[""N. B. Dolzhanskaya"",""M. Yu. Mandelshtam"",""E. L. Patkin"",""A. S. Kuznetsov"",""F. L. Vikhanskaya"",""R. I. Krutilina"",""V. S. Gaitskhoki""]","[""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR"",""Institute of Cytology, Academy of Sciences of the USSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.000252","Present approaches in DNA-diagnosis of hereditary diseases","[""V. N. Kalinin""]","[""Institute of Medical Genetics, Academy of Medical Sciences of the USSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.000259","RFLP-analysis and haemophilia A diagnostics with DNA probes","[""M. V. Aseev"",""T. E. Ivashchenko"",""V. N. Gorbunova"",""V. S. Baranov""]","[""Institute of Obstetrics and Gynecology, Academy of Medical Sciences of the USSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.00025d","Population and family analysis of polymorphism of DNA sequences linked to the cystic fibrosis gene","[""O. V. Voronina"",""V. S. Gaitskhoki"",""T. E. Ivashchenko"",""V. S. Baranov"",""V. N. Gorbunova"",""V. M. Kalinin"",""L. A. Livshitz"",""M. T. Venozhinskas""]","[""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR"",""Institute of Obstetrics and Gynecology, Academy of Medical Sciences of the USSR"",""Institute of Molecular Biology and Genetics, Academy of Sciences of the Ukrainian SSR"",""Institute for Protection of Mothers and Children, Ministry of Public Health of the Lithuanian SSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.00025c","Analysis of DNA polymorphism in the regions closely linked with cystic fibrosis gene in Kiev population","[""L. A. Livshitz"",""V. I. Gryshko"",""S. A. Kravchenko"",""T. E. Ivashchenko"",""V. S. Baranov"",""T. I. Buzhievskaya""]","[""Institute of Obstetrics and Gynecology, Academy of Medical Sciences of the USSR"",""Institute of Molecular Biology and Genetics, Academy of Sciences of the Ukrainian SSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.00025a","RFLP analysis of Duchenne muscular dystrophy gene in population of Leningrad and in high risk families","[""V. N. Gorbunova"",""V. V. Krasilnikov"",""M. V. Aseev"",""N. V. Santzevich"",""V. S. Buranov""]","[""Institute of Obstetrics and Gynecology, Academy of Medical Sciences of the USSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.000258","Study of recombination activity in mammalian cell extracts","[""A. T. Akhmedov"",""E. A. Namsaraev"",""E. M. Zaitseva"",""E. N. Zaiisev"",""V. A. Lantsov""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR""]"
"March 20th 1990, 00:00:00.000","10.7124/bc.00025b","Analysis of restriction polymorphism of D7S23 locus by polymerase chain reaction with KM-19 probe in population and cystic fibrosis families","[""T. E. Ivashchenko"",""V. N. Gorbunova"",""M. V. Aseev"",""V. S. Baranov"",""S. V. Vinogradov"",""Yu. A. Berlin"",""A. A. Goltzov"",""O. K. Kaboev"",""E. I. Schwartz""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR"",""Institute of Obstetrics and Gynecology, Academy of Medical Sciences of the USSR"",""M. M. Shemyakin Institute of Bioorganic Chemistry, Academy of Sciences of the USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0030","TOWARDS THE CLASSIFICATION OF COMPLETELY INTEGRABLE QUANTUM FIELD THEORIES (THE BETHE-ANSATZ ASSOCIATED WITH DYNKIN DIAGRAMS AND THEIR AUTOMORPHISMS)","[""N. Yu. RESHETIKHIN"",""P.B. WIEGMANN""]","[""Institut Laue – Langevin, 156X, F-38042 Grenoble Cedex, France"",""Leningrad Branch of the Steklov Mathematical Institute, Fontanka 27, Leningrad, USSR"",""Laboratoire de Physique Théorique de L'Ecole Normale Supérieure (Laboratoire Propre du Centre National de la Recherche Scientifique, associé à I'Ecole Normale Supérieure et à l'Université de Paris-Sud.), 24, rue Lhomond, F-75231 Paris Cedex 05, France""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0031","Tetrahedron Equations and the Relativistic S-Matrix of Straight-Strings in 2+1-Dimensions","[""A. B. Zamolodchikov""]","[""Landau Institute of Theoretical Physics, Vorobyevskoe Shosse, 2, Moscow V-334, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0014","Quantum Groups","[""V. G. DRINFEL'D""]","[""Physico-Technical Institute of Low Temperatures, Ukr. SSR Academy of Sciences, Kharkov 310164, USSR""]"
"March 1st 1990, 00:00:00.000","10.3402/tellusb.v42i2.15205","Trends of solar radiation, cloudiness and atmospheric transparency during recent decades in Estonia","[""V. Russak""]","["" Institute of Astrophysics and Atmospheric Physics, Estonian Academy of Sciences, Tôravere, 202444, Tartu, Estonia, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0010","WHAT IS A CLASSICAL R-MATRIX?","[""M. A. Semenov-Tyan-Shanskii""]","[""V. A. Steklov Mathematics Institute, Leningrad Branch, Academy of Sciences, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0009","HAMILTONIAN STRUCTURES ON LIE GROUPS, LIE BIALGEBRAS AND THE GEOMETRIC MEANING OF THE CLASSICAL YANG-BAXTER EQUATIONS","[""V. G. DRINFEL'D""]","[""Physical-Technical Institute of Low Temperatures, Academy of Sciences of the Ukrainian, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0005","Factorized S-Matrices in Two Dimensions as the Exact Solutions of Certain Relativistic Quantum Field Theory Models","[""ALEXANDER B. ZAMOLODCHIKOV"",""ALEXEY B. ZAMOLODCHIKOV""]","[""Institute of Theoretical and Experimental Physics, Moscow, USSR"",""Joint Institute for Nuclear Research, Dubna, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0019","Integrable Quantum Systems and Classical Lie Algebras","[""V. V. Bazhanov""]","[""Institute for High Energy Physics, Serpukhov, Moscow Region, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0012","SOME ALGEBRAIC STRUCTURES CONNECTED WITH THE YANG-BAXTER EQUATION. REPRESENTATIONS OF QUANTUM ALGEBRAS","[""E. K. Sklyanin""]","[""V. A. Steklov Mathematics Institute, Leningrad Branch, Academy of Sciences, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0017","DYNAMICAL SYMMETRY OF INTEGRABLE QUANTUM SYSTEMS","[""A. A. BELAVIN""]","[""The Landau Institute for Theoretical Physics, The Academy of Sciences of the USSR, 142432 Chernogolovka, Moscow Region, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0011","SOME ALGEBRAIC STRUCTURES CONNECTED WITH THE YANG-BAXTER EQUATION","[""E. K. Sklyanin""]","[""V. A. Steklov Mathematics Institute, Leningrad Branch, Academy of Sciences, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0013","HOPF ALGEBRAS AND THE QUANTUM YANG-BAXTER EQUATION","[""V. G. DRINFEL'D""]","[""Physico-Technical Institute of Low Temperatures, Academy of Sciences of the Ukrainian SSR, Kharkov, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0026","SELF-DUAL SOLUTIONS OF THE STAR-TRIANGLE RELATIONS IN ZN-MODELS","[""V.A. FATEEV"",""A.B. ZAMOLODCHIKOV""]","[""L.D. Landau Institute for Theoretical Physics, The Academy of Sciences of the USSR, Moscow, USSR""]"
"March 1st 1990, 00:00:00.000","10.1142/9789812798336_0016","Quantization of Lie Groups and Lie Algebras","[""L. D. Faddeev"",""N. Yu. Reshetikhin"",""L. A. Takhtajan""]","[""Steklov Mathematical Institute, Leningrad Branch, Leningrad, USSR""]"
"February 5th 1990, 00:00:00.000","10.1117/12.963932"," Analysis Of Nonlinear Optical Phenomena: Perspective Of in situ Monitoring Method Of The Semiconductor-Film Crystal-Structure ","[""V. Balaniuk"",""V. Krasnov"",""N. Kul'chitzkii"",""S. Musher"",""V. Proc'"",""A. Rubenchik"",""V. Ryabchenko"",""M. Stupak"",""S. Strutz"",""V. Khryapov""]","[""USSR Academy of Sciences (Germany)""]"
"February 1st 1990, 00:00:00.000","10.1080/00385417.1990.10640820","THE OVERALL EFFECT OF AUTOMOBILE TRANSPORTATION ON THE NATURAL ENVIRONMENT","[""N. V. Sorokovikova""]","["" a   Institute of Soil Science and Photosynthesis , USSR Academy of Sciences""]"
"February 1st 1990, 00:00:00.000","10.1142/9789814434447_0003","THE INFLUENCE OF SPIN-SPIN INTERACTION ON THE LOW-TEMPERATURE LIMIT OF VHR-CONDUCTIVITY","[""I. S. Shlimak""]","[""A.F. loffe Physico-Technical Institute, Academy of Sciences of the USSR, Leningrad, 194021, Russia""]"
"February 1st 1990, 00:00:00.000","10.1142/9789814434447_0011","INTERFERENCE PHENOMENA IN VARIABLE RANGE HOPPING CONDUCTIVITY","[""B. I. Shklovskii"",""B. Z. Spivak""]","[""A.F. Ioffe Physical-Technical Institute, 194021 Leningrad, USSR, Russia"",""Science and Technology Corporation, Academy of Science of USSR, Leningrad, Russia""]"
"February 1st 1990, 00:00:00.000","10.1055/s-0038-1645709","Actin Content and G-/F-Actin Equilibrium in Platelets Adhered to Plastic and in Cultured Endothelial Cells","[""P Spangenberg"",""A Mazurov"",""M Lukashev"",""U Till""]","[""Institute of Pathological Biochemistry, Medical Academy, Erfurt, GDR"",""Institute of Experimental Cardiology, Cardiology Research Center AMS USSR, Moscow, USSR""]"
"February 1st 1990, 00:00:00.000","10.1142/9789814434447_0021","HIGH FIELD HOPPING AND NEGATIVE DIFFERENTIAL CONDUCTANCE IN WEAKLY COMPENSATED SILICON","[""D. I. Aladashvili"",""Z. A. Adamiya"",""K. G. Lavdovskii"",""E. I. Levin"",""B. I. Shklovskii""]","[""A. F. Ioffe Institute, Leningrad, USSR, 194021, Russia"",""Tbilisi State University, Tbilisi, USSR, 380028, Russia""]"
"February 1st 1990, 00:00:00.000","10.13182/nse90-a23716","Comments on “The Effect of Random Material Density on Reactor Criticality”","[""E. G. Sakhnovsky""]","["" Leningrad Nuclear Physics Institute Gatchina, Leningrad District 188350, USSR""]"
"January 30th 1990, 00:00:00.000","10.1117/12.952934"," On The Theory Of The Process Of Forming Of Preforms For Drawing Double-Layer Glass Fibres With The Prescribed Configuration Of The Core Cross Section ","[""V. M. Entov"",""A. L. Yarin""]","[""Academy of Sciences of the USSR (Russian Federation)""]"
"January 20th 1990, 00:00:00.000","10.7124/bc.000243","Possibilities of using the advances of mammalian gene engineering for elaboration of gene therapy methods","[""B. L. Vaisman"",""A. P. Dyban""]","[""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR""]"
