"published_date",doi,title,authors,affiliations
"January 20th 1990, 00:00:00.000","10.7124/bc.000246","Problems on prenatal diagnosis of hereditary diseases and possible ways of their correction","[""V. S. Baranov""]","[""Institute of Obstetrics and Gynecology, Academy of Medical Sciences of the USSR""]"
"January 20th 1990, 00:00:00.000","10.7124/bc.000248","DNA-diagnostics of familial hypercholesterolemia","[""M. Yu. Mandelshtam"",""L. K. Sasina"",""L. A. Schwartzman""]","[""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR""]"
"January 20th 1990, 00:00:00.000","10.7124/bc.000247","DNA diagnostics and approaches to gene therapy of hereditary &alpha;1-antitrypsin deficiency","[""A. L. Schwartzman"",""M. P. Strakhova"",""V. S. Gaitskhoki"",""W. Berger"",""Ch. Coutelle""]","[""Central Institute for Molecular Biology, Academy of Sciences of DDR"",""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR""]"
"January 20th 1990, 00:00:00.000","10.7124/bc.000245","Molecular heterogeneity of human hereditary diseases and problems of their gene therapy","[""V. S. Gaitskhoki""]","[""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR""]"
"January 17th 1990, 00:00:00.000","10.1117/12.962440"," Phosphor Non-Linearities In Picosecond Streak Cameras ","[""S. Majumdar"",""Samprasad Majumdar"",""Yuri Serdyuchenko"",""Valeri Platonov""]","[""Delli Delti Ltd (England)"",""General Physics Institue (USSR)""]"
"January 17th 1990, 00:00:00.000","10.1117/12.962434"," Application Op Ir-Photorecorders Based On Ionization Chambers For Past Processes Investigation ","[""V. V. Egorov"",""V. P. Lazarcliuk"",""V. M. Murugov"",""Yu. N. Sheremetyev""]","[""Gorky Polytechnical Institute (USSR)""]"
"January 17th 1990, 00:00:00.000","10.1117/12.962457"," Photometric Calibration Of Optical Streak Cameras ","[""V. Platonov"",""Y. Serdyuchenko"",""S. Majumdar"",""A. Ridgeley""]","[""USSR Academy of Sciences (USSR)"",""Rutherford Appleton Laboratory (United Kingdom)"",""Delli-Delti Instruments Ltd (United Kingdom)""]"
"January 12th 1990, 00:00:00.000","10.3402/polar.v8i2.6820","A new occurrence of Cenozoic(?) basalt from Manbreen, Ny Friesland, northeastern Spitsbergen","[""A. M. Tebenkov"",""A. N. Sirotkin""]","["" Sevmorgeologija, Mojku 120, 190120 Leningrud, USSR""]"
"January 8th 1990, 00:00:00.000","10.1117/12.961362"," Iron Garnet Films For Optical Isolators In Wavelength Range 800-1300 nm ","[""Valerij I. Chani""]","[""Academy of Science of the USSR (USSR)""]"
"January 8th 1990, 00:00:00.000","10.1117/12.961367"," Ellipsometric Study Of The Optical Anisotropy Of The Plumbum Arachidate Langmuir Films ","[""A . Y. Tronin"",""A. F. Konstantinova""]","[""Institute of Crystallography (USSR)""]"
"January 8th 1990, 00:00:00.000","10.1117/12.961360"," Nonlinear Dynamics Of Bistable ElementS Based On Planar Waveguides ","[""V. Y. Bazhenov"",""M. S. Soskin"",""V. B. Taranenko""]","[""Academy of Sciences UkrSSR (USSR)""]"
"January 1st 1990, 00:00:00.000","10.1080/00385417.1990.10640810","ANTICIPATED HUMAN MODIFICATIONS OF GLOBAL CLIMATE","[""M. I. Budyko"",""N. A. Yefimova"",""I. Yu. Lokshina""]","["" a  USSR State Hydrologic Institute , Leningrad""]"
"January 1st 1990, 00:00:00.000","10.1080/07493878.1990.10641783","TOPOGRAPHIC SURVEY OF THE USSR COMPLETED AT A SCALE OF 1:25,000","[""V. R. Yashchenko""]","["" a  USSR Main Administration of Geodesy and Cartography""]"
"January 1st 1990, 00:00:00.000","10.13182/fst90-a29177","URAGAN-2M: A Torsatron with an Additional Toroidal Field","[""V. E. Bykov"",""A. V. Georgievskij"",""V. V. Demchenko"",""Yu. K. Kuznetsov"",""Yu. A. Litvinenko"",""A. V. Longinov"",""O. S. Pavlichenko"",""V. A. Rudakov"",""K. N. Stepanov"",""V. T. Tolok""]","["" Kharkov Institute of Physics and Technology Ukrainian SSR Academy of Sciences, USSR""]"
"January 1st 1990, 00:00:00.000","10.1142/9789814434461_0007","REPRESENTATIONS OF AFFINE KAC-MOODY ALGEBRAS AND BOSONIZATION","[""Boris L. Feigin"",""Edward V. Frenkal""]","[""117218, Profsoyuznaya Street, 13/12, Apt 91, Moscow, USSR"",""140410, Suvorova Street, 100, Apt 27, Kolomna, Moscow district, USSR""]"
"January 1st 1990, 00:00:00.000","10.1080/02286203.1990.11760098","Informative Parameters In Indmdual Quality Estimation And Reliability Forecasting","[""A. I. Luchino""]","["" Institute of Control Sciences USSR Academy of Sciences, 65 Profsoyuznaya Street, Moscow, 117342, USSR""]"
"December 26th 1989, 00:00:00.000","10.1117/12.961593"," Lasing In Visible And Ultraviolet Regions In Optical Klystron Installed On The Vepp-3 Storage Ring ","[""I. B. Drobyazko"",""G N. Kulipanov"",""V. N. Litvinenko"",""I. V. Pinayev"",""V. M. Popik"",""I. G. Silvestrov"",""A. N. Skrinsky"",""A. S. Sokolov"",""N. A. Vinokurov""]","[""USSR Academy of Sciences (USSR)""]"
"December 22nd 1989, 00:00:00.000","10.1117/12.962993"," Thermal Nondestructive Testing In The USSR : History, Present Situation And Perspectives ","[""Vladimir Vavilov""]","[""Tomsk Polytechnic institute (USSR)""]"
"December 22nd 1989, 00:00:00.000","10.1117/12.961404"," Physical Mechanisms Of Optical Nonlinearity In Impure Cubic Crystals: Polarization Study ","[""Alexander M. Brodin"",""Sergey A. Boiko"",""Mikhail P. Lisitsa"",""Georgiy G. Tarasov""]","[""Academy of Sciences of Ukrainian SSR (USSR)""]"
"December 22nd 1989, 00:00:00.000","10.1117/12.961391"," Spatial IR Modulator In Optical System For Pulses Processing ","[""Alex Shvartsburg""]","[""USSR Academy of Sciences (USSR)""]"
"December 21st 1989, 00:00:00.000","10.1117/12.961468"," Thermal Nonlinearities Of Semiconductor And Metal Doped Glasses ","[""M. Bertolotti"",""E. Fazio"",""C. Sibilia"",""A. Ferrari"",""G. Gnappi"",""A. Montenero"",""G. Liakhou""]","[""University di Roma (Italy)"",""Universita di Roma (Italy)"",""Universita di Parma (Italy)"",""Polyt. Institute (USSR)""]"
"December 21st 1989, 00:00:00.000","10.1117/12.961480"," Method For Compensation Of Thermal Lensing In Slab Lasers ","[""Imre Czigany"",""Boris I. Denker"",""Boris I. Galagan"",""Ivan Kertesz"",""Norbert Kroo"",""Gabor Lupkovics"",""Viacheslav V. Osiko"",""Sergei E. Sverchkov""]","[""Hungarian Optical Work (Hungary)"",""Hungarian Academy of Sciences (Hungary)"",""Institute for General Physics of the Soviet Academy (USSR)""]"
"December 21st 1989, 00:00:00.000","10.1117/12.961435"," Optical Glass Finishing ","[""A. I. Grodnikov"",""V. P. Korovkin"",""I. G. Bunin""]","[""Vavilov State Optical Institute (USSR)""]"
"December 21st 1989, 00:00:00.000","10.1117/12.961451"," Influence Of Growth Defects On Optical Properties Of LiH Crystals In Ultraviolet Range Of Spectrum ","[""V. M. Zhukov"",""N. V. Suvorov"",""S. O. Cholakh"",""T. A. Betenkova""]","[""S.I. Vavilov State Optical Institute (USSR)""]"
"December 21st 1989, 00:00:00.000","10.1117/12.961464"," Electrical Properties Of Alkali Aluminosilicate Glasses ","[""E. Rysiakiewicz-Pasek"",""B. Macalik"",""V. Y. Livshits""]","[""Technical University of Wroclaw (Poland)"",""Leningrad Pulp Paper Technological Institute (USSR)"",""Polish Academy of Science (Poland)""]"
"December 21st 1989, 00:00:00.000","10.1117/12.961459"," New Optical Glasses With Extreme Characteristics For Solving The Problems Of Optoelectronics ","[""Vladimir I. Molev"",""Ihor M. Buzhinsky""]","[""Scientific Industrial Amalgamation (USSR)""]"
"December 14th 1989, 00:00:00.000","10.1117/12.961376"," Wide-Band Electrooptic Tuning Of Free Running Oscillation And Giant Pulses Of Ti:Al 2 O 3 Laser ","[""V. P. Danilov"",""T. M. Murina"",""E. G. Novikov"",""A. M. Prokhorov""]","[""General Physics Institute of the USSR Academy of Sciences (USSR)""]"
"December 14th 1989, 00:00:00.000","10.1117/12.961387"," Magneto-Optical Properties Of Magnetic Films On Ca 3 (Nb, Ga) 5 O 12 Substrates ","[""Natalja V. Vasiljeva"",""Valerij I. Chani"",""Vladimir V. Randoshkin"",""Nikolaj A. Es'kov""]","[""Academy of the USSR (USSR)"",""M.V. Frunze Simpheropol State University (USSR)""]"
"December 14th 1989, 00:00:00.000","10.1117/12.961388"," Magneto-Optical Garnet Films With High G-Factor ","[""Vladimir V. Randoshkin""]","[""Academy of Science of the USSR (USSR)""]"
"December 14th 1989, 00:00:00.000","10.1117/12.961385"," Bi-Substituted Iron-Garnet Films For Inhomogeneous Magnetic Field Investigation ","[""Nikolay F. Kubrakov""]","[""USSR Academy of Science (USSR)""]"
"December 14th 1989, 00:00:00.000","10.1117/12.961374"," New Mechanism Of A Photorefractive Effect In Piezoelectric Crystals Of La 3 Ga 5 SiO 14 Family ","[""Sergei B. Astaf'ev"",""Andrei V. Butashin"",""Vladimir M. Fridkin"",""Aleksandr A. Kaminskii"",""Valerii G. Lazarev"",""Boris V. Mill""]","[""Academy of the USSR (USSR)""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969608"," Regularity Bands Behaviour In Infrared Spectra Of Polymers With A Partly Disturbed Regular Structure ","[""I. V. Kumpanenko"",""N. V. Chukhanov""]","[""USSR Academy of Sciences (USSR)""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969481"," Spectral Detection Of Magnetic Ordering: Diffuse Reflectance Of (Y 1 -X Er X )2 BaCu0 5 ","[""N. I. Agladze"",""G. G. Chepurko"",""E. P. Hlybov"",""M. N. Popova""]","[""USSR Academy of Sciences (USSR)""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969559"," Negative Light Flux Spectroscopy Of High-T c Superconductors ","[""N. Y. .. Boldyrev"",""V. M. Burlakov"",""G. N. Zhizhin"",""S. V. Shulga""]","[""USSR Academy of Sciences (USSR)""]"
"December 1st 1989, 00:00:00.000","10.1142/9789814368346_0020","MAGNETOOPTICS OF 2D-ELECTRONS IN REGIME OF QUANTUM HALL EFFECT","[""V. B. Timofeev""]","[""Institute of Solid State Physics, USSR Academy of Sciences, Chernogolovka, Moscow district, 142432, USSR""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969518"," Fast-Scanning Fourier-Spectroradiometer BPS-01 ","[""A. A. .Balashov"",""V. A. Vaguine"",""G. N. Zhizhin"",""A. I. Chelnokov""]","[""Central Bureau for Unique Instrumentation of Academy of Sciences of the USSR (USSR)""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969553"," FT-IR Study Of Chemical Changes, Occuring During Co-Extrusion Pulverization Of LDPE With Styrene-Butadiene Rubber ","[""Leonid V. Vladimirov""]","[""USSR Academy of Sciences (USSR)""]"
"December 1st 1989, 00:00:00.000","10.1177/014459878900700602","Geothermal Gradients and Temperature Data from USSR Basins and Their Bearing on the Prediction of Hydrocarbon Phase State","[""N.N. Nemchenko"",""A.S. Rovenskaya""]","[""Department Head of the VNIGNI, Moscow, USSR, 36, Shosse Enthusiastov, Moscow, USSR"",""Senior Scientist of the IGIRGI, Moscow, USSR, 50 Fersman str., Moscow, USSR""]"
"December 1st 1989, 00:00:00.000","10.1177/014459878900700605","Oil and Gas Geology of the USSR Far East Sedimentary Basins","[""J.A. Dranovsky"",""M.D. Belonin"",""Y.S. Voronkov"",""G.L. Berson""]","[""All-Union Research Institute for Geological, Prospecting (VNIGRI), Leningrad, USSR""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969425"," Fourier Transform Spectroscopy Using Surface Electromagnetic Waves With Aperture Excitation ","[""N Y. Gushanskaya"",""V. A. Yakovlev"",""G. N. Zhizhin"",""M. A. Chesters"",""S. F. Parker""]","[""Institute of Spectroscopy (USSR)"",""University of East Anglia (UK)""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969468"," Phase Spectroscopy Of Surface Electromagnetic Waves Using Fourier Spectrometer ","[""L. A. Kuzik"",""V. A. Yakovlev"",""G. N. Zhizhin"",""M. A. Chesters"",""S. F. Parker""]","[""Institute of Spectroscopy (USSR)"",""University of East Anglia (UK.)"",""University of East Anglia (UK)""]"
"December 1st 1989, 00:00:00.000","10.1177/026361748900600404","Criterion for the Quantitative Assessment of Ideal Conditions in Chromatography","[""A. V. Larin""]","[""Institute of Physical Chemistry, Academy of Sciences of the USSR, Leninskii Prospect, 31, 117915 GSP, Moscow, USSR""]"
"December 1st 1989, 00:00:00.000","10.13182/fst89-a29120","Summary of the All-Union Seminar on Toroidal Systems in Controlled Fusion, Dubna, USSR, February 20–24, 1989","[""V. A. Abramov""]","["" I. V. Kurchatov Institute of Atomic Energy Plasma Physics Department Moscow, 123182 USSR""]"
"December 1st 1989, 00:00:00.000","10.1177/014459878900700604","USSR Energy Development: A Critical Overview","[""Kamil I. Mangushev""]","[""All-Union Research Institute for Organization, Management &amp; Economics of the Petroleum Industry, 14 Nametkin Street, Moscow 117420, USSR""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969589"," FTIR Spectroscopy Evidence Of Native Cellulose 1 Allomorphism ","[""S. Y. Maslov"",""D. A. Sukhov""]","[""Technological Institute of Pulp and Paper Industry (USSR)""]"
"December 1st 1989, 00:00:00.000","10.1117/12.969619"," FT IR-Spectroscopy And Quartz Surface Polariton Splitting By Ion-Implanted Layer ","[""G. N. Zhizhin"",""K. T. Antonova""]","[""Institute of Solid State Physics (Bulgaria)"",""Acad. Sc i. USSR (USSR)""]"
"December 1st 1989, 00:00:00.000","10.1177/014459878900700603","Petroleum Potential of Subsalt Complex in the Pricaspian Depression of the USSR","[""V.I. Ermolkin"",""E.I. Sorokova"",""M.M. Modelevsky""]","[""Moscow Petroleum Institute, USSR""]"
"November 27th 1989, 00:00:00.000","10.1117/12.961877"," X-Ray Optics Elements And Devices ","[""B. L. Vasin"",""A. D. Klementov"",""S. A. Chaushansky""]","[""Lebedev Physical Institute of the Academy of Sciences of the USSR (Russia)"",""Lebedev Physical Institute of the Academy of Sciences of the USSR, (Russia)""]"
"November 20th 1989, 00:00:00.000","10.7124/bc.0000fe","Isolation of tyrosineaminotransferase gene from the rat genome library using molecular probes constructed on the base of Bacteriophage M13","[""S. M. Zelenin"",""I. V. Morozov"",""N. R. Tevs"",""V. V. Gorn"",""V. A. Karginov"",""N. P. Mertvetsov""]","[""Institute of Bioorganic Chemistry, Siberian Branch of the Academy of Sciences of the USSR""]"
"November 20th 1989, 00:00:00.000","10.7124/bc.0000f9","Sizes of low-density lipoproteins in patients with ischemic heart disease and normolipidemia","[""R. Z. Vavrin"",""A. S. Kuznetzov"",""N. S. Parfenova"",""V. A. Noskin"",""L. V. Olennikova"",""I. V. Krivoruchenko"",""A. Yu. Sungurov"",""E. I. Kogan"",""E. Ya. Magracheva"",""Yu. I. Pivovarova""]","[""B. P. Konstantinov Institute of Nuclear Physics, Academy of Sciences of the USSR"",""Institute of Experimental Medicine, Academy of Medical Sciences of the USSR""]"
"November 20th 1989, 00:00:00.000","10.7124/bc.0000fc","Synciironous changes of c-fos RNA and B2+mRNAx concentrations during prereplicative period in regenerating rat liver","[""V. I. Prima"",""T. A. Clochko"",""M. Yu. Obolenskaya"",""P. L. Ivanov"",""A. P. Ryskov"",""O. M. Platonov""]","[""Institute of Molecular Biology, Academy of Sciences of the USSR"",""Institute of Molecular Biology and Genetics, Academy of Sciences of the Ukrainian SSR""]"
"November 20th 1989, 00:00:00.000","10.7124/bc.0000fa","Change in the protein composition of nuclear matrix induced by lipase treatment","[""D. Yu. Blokhin"",""V. A. Struchkov""]","[""All-Union Cancer Research Centre, Academy of Medical Sciences of the USSR""]"
"October 26th 1989, 00:00:00.000","10.1117/12.961678"," Optical Systems With Holographic And Kinoform Elements ","[""Mikhail A. Gan""]","[""S.I. Vavilov State Optical Institute (USSR)""]"
"October 26th 1989, 00:00:00.000","10.1117/12.961560"," Soft Apertures To Shape High-Power Laser Beams ","[""Svetlana G. Lukishova"",""Pavel P. Pashinin"",""Sergei K. Batygov"",""Boris M. Terentiev""]","[""USSR Academy of Sciences (USSR)"",""All-Union Institute of Radiation Engineering (USSR)""]"
"October 26th 1989, 00:00:00.000","10.1117/12.961562"," Some Aspects Of Wavefront Conjugation Application In Laser Beam Propagation In Inhomogeneous Medium ","[""Yu. I. Kruzhilin""]","[""S. I. Vavilov State Optical Institute (USSR)""]"
"October 26th 1989, 00:00:00.000","10.1117/12.961561"," Generation Of Powerful Picosecond Pulses With A Large Axial Interval In IR And Visible Spectral Regions ","[""Tasoltan T. Basiev"",""Alexey Y. Dergachev"",""Alexander Y. Karasik"",""Vladislav A. Maslov"",""Vyacheslav V. Osiko""]","[""Institute of General Physics (USSR)""]"
"October 26th 1989, 00:00:00.000","10.1117/12.961709"," New Multi-Directional Holographic Interferometers For Gas-Dynamic Investigations ","[""Albert F. Belozjerov"",""Vladimir T. Chernykh""]","[""S.I. Vavilov State Optical institute (USSR)""]"
"October 26th 1989, 00:00:00.000","10.1117/12.961563"," Amplitude And Frequency Stabilization Of Solid-State Lasers ","[""Arthur A. Mak"",""Vladimir I. Ustyugov""]","[""S.I. Vavilov State Optical Institute (USSR)""]"
"October 26th 1989, 00:00:00.000","10.1117/12.961669"," Volume Holograms With Capillary Structure ","[""Vitaly I. Sukhanov""]","[""S.I. Vavilov State Optical Institute (USSR)""]"
"October 26th 1989, 00:00:00.000","10.1117/12.961668"," Polarization Holograms In Alkali Halides With F A -Centers ","[""Andrei M. Shpak"",""Sergey A. Boiko"",""Georgey G. Tarasov""]","[""Acad. of Sci. of Ukrainian SSR (USSR)""]"
"October 25th 1989, 00:00:00.000","10.1117/12.961613"," Requirements To Construction Of Schematic Diagrams, Correction Of Aberrations And Adjustment Of Optical Systems With Synthesized Aperture ","[""Victor A. Zverev"",""V. S. Kuzmin""]","[""V.I. Lenin LOMO (USSR)""]"
"October 11th 1989, 00:00:00.000","10.1117/12.961639"," Theoretical And Applied Problems Of Iconics ","[""Mikhail M. Miroshnikov"",""Vsevolod F. Nesteruk""]","[""S.I. Vavilov State Optical Institute (USSR)""]"
"October 6th 1989, 00:00:00.000","10.1117/12.961491"," Solar Illuminance Measurement Assurance ","[""A. I. Trubnikov"",""V. I. Sapritsky"",""S. I. Zachek"",""V. A. Klevantsova"",""S. N. Mekhontsev"",""R. I. Stolyarevskaya"",""V. L. Sukhanov""]","[""Gosstandart of the USSR (USSR)""]"
"October 6th 1989, 00:00:00.000","10.1117/12.961485"," Determination Of Optical Properties And Composition Of Atmosphere From Measurements Of Optical Spectra ","[""Larisa A. Mirzoeva"",""Margaret S. Kiseleva""]","[""S. I. Vavilov State Optical Institute (USSR)""]"
"October 1st 1989, 00:00:00.000","10.1080/07493878.1989.10641772","THE SEVENTIETH ANNIVERSARY OF THE STATE GEODETIC SERVICE","[""V. R. Yashchenko""]","["" a  USSR Main Administration of Geodesy and Cartography""]"
"September 20th 1989, 00:00:00.000","10.7124/bc.0000e1","The effect of [Na+] ions concentration on the enthalpy of DNA helix-coil transition","[""A. T. Karapetyan"",""P. O. Vardevanyan"",""M. D. Frank-Kamenetskii""]","[""Yerevan State University"",""Institute of Molecular Genetics, Academy of Sciences of the USSR"",""Kirovokan State Pedagogical Institute""]"
